carID,Make,Model,Type,Drive,Retail Price,DealerCost,EngineSize,Cyl,HP,MPG,City MPG,Hwy MPG,Weight,WheelBase,Len,Width
Car_231,Lincoln ,LS V6 Luxury 4dr,Sedan,RWD,32495,29969,3,6,232,23,20,26,3681,115,194,73
Car_232,Lincoln ,LS V6 Premium 4dr,Sedan,RWD,36895,33929,3,6,232,23,20,26,3681,115,194,73
Car_233,Lincoln ,LS V8 Sport 4dr,Sedan,RWD,40095,36809,3.9,8,280,20.5,17,24,3768,115,194,73
Car_234,Lincoln ,LS V8 Ultimate 4dr,Sedan,RWD,43495,39869,3.9,8,280,20.5,17,24,3768,115,194,73
Car_235,Lincoln ,Navigator Luxury,SUV,AWD,52775,46360,5.4,8,300,15.5,13,18,5969,119,206,80
Car_236,Lincoln ,Town Car Signature 4dr,Sedan,RWD,41815,38418,4.6,8,239,21,17,25,4369,118,215,78
Car_237,Lincoln ,Town Car Ultimate 4dr,Sedan,RWD,44925,41217,4.6,8,239,21,17,25,4369,118,215,78
Car_238,Lincoln ,Town Car Ultimate L 4dr,Sedan,RWD,50470,46208,4.6,8,239,21,17,25,4474,124,221,78
Car_239,Mazda ,B2300 SX Regular Cab,Pickup,RWD,14840,14070,2.3,4,143,26.5,24,29,2960,112,*,*
Car_240,Mazda ,B4000 SE Cab Plus,Pickup,AWD,22350,20482,4,6,207,17,15,19,3571,126,*,*
Car_241,Mazda ,MPV ES,Minivan,RWD,28750,26600,3,6,200,21.5,18,25,3812,112,188,72
Car_242,Mazda ,MX-5 Miata convertible 2dr,Sports,RWD,22388,20701,1.8,4,142,25.5,23,28,2387,89,156,66
Car_243,Mazda ,MX-5 Miata LS convertible 2dr,Sports,RWD,25193,23285,1.8,4,142,25.5,23,28,2387,89,156,66
Car_244,Mazda ,RX-8 4dr automatic,Sports,RWD,25700,23794,1.3,2,197,21.5,18,25,3053,106,174,*
Car_245,Mazda ,RX-8 4dr manual,Sports,RWD,27200,25179,1.3,2,238,21,18,24,3029,106,174,*
Car_246,Mazda ,Tribute DX 2.0,SUV,AWD,21087,19742,2,4,130,23.5,22,25,3091,103,173,72
Car_247,Mazda3 ,i 4dr,Sedan,RWD,15500,14525,2,4,148,21,*,*,2696,*,*,*
Car_248,Mazda3 ,s 4dr,Sedan,RWD,17200,15922,2.3,4,160,21,*,*,2762,*,*,*
Car_249,Mazda6 ,i 4dr,Sedan,RWD,19270,17817,2.3,4,160,28,24,32,3042,105,187,70
Car_250,Mercedes-Benz ,C230 Sport 2dr,Sedan,RWD,26060,24249,1.8,4,189,26,22,30,3250,107,178,68
Car_251,Mercedes-Benz ,C240,Wagon,RWD,33780,31466,2.6,6,168,22,19,25,3470,107,179,68
Car_252,Mercedes-Benz ,C240 4dr,Sedan,RWD,32280,30071,2.6,6,168,22.5,20,25,3360,107,178,68
Car_253,Mercedes-Benz ,C240 4dr,Sedan,AWD,33480,31187,2.6,6,168,22,19,25,3360,107,178,68
Car_254,Mercedes-Benz ,C32 AMG 4dr,Sedan,RWD,52120,48522,3.2,6,349,18.5,16,21,3540,107,178,68
Car_255,Mercedes-Benz ,C320 4dr,Sedan,RWD,37630,35046,3.2,6,215,23,20,26,3450,107,178,68
Car_256,Mercedes-Benz ,C320 4dr,Sedan,AWD,38830,36162,3.2,6,215,23,19,27,*,107,178,68
Car_257,Mercedes-Benz ,C320 Sport 2dr,Sedan,RWD,28370,26435,3.2,6,215,22.5,19,26,3430,107,178,68
Car_258,Mercedes-Benz ,C320 Sport 4dr,Sedan,RWD,35920,33456,3.2,6,215,22.5,19,26,3430,107,178,68
Car_259,Mercedes-Benz ,CL500 2dr,Sedan,RWD,94820,88324,5,8,302,20,16,24,4085,114,196,73
Car_260,Mercedes-Benz ,CL600 2dr,Sedan,RWD,128420,119600,5.5,12,493,16,13,19,4473,114,196,73
Car_261,Mercedes-Benz ,CLK320 coupe 2dr (convertible),Sedan,RWD,45707,41966,3.2,6,215,23,20,26,3770,107,183,69
Car_262,Mercedes-Benz ,CLK500 coupe 2dr (convertible),Sedan,RWD,52800,49104,5,8,302,19.5,17,22,3585,107,183,69
Car_263,Mercedes-Benz ,E320,Wagon,RWD,50670,47174,3.2,6,221,23,19,27,3966,112,190,71
Car_264,Mercedes-Benz ,E320 4dr,Sedan,RWD,48170,44849,3.2,6,221,23,19,27,3635,112,190,71
Car_265,Mercedes-Benz ,E500,Wagon,AWD,60670,56474,5,8,302,20,16,24,4230,112,190,71
Car_266,Mercedes-Benz ,E500 4dr,Sedan,RWD,57270,53382,5,8,302,18,16,20,3815,112,190,71
Car_267,Mercedes-Benz ,G500,SUV,AWD,76870,71540,5,8,292,13.5,13,14,5423,112,186,71
Car_268,Mercedes-Benz ,ML500,SUV,AWD,46470,43268,5,8,288,15.5,14,17,4874,111,183,72
Car_269,Mercedes-Benz ,S430 4dr,Sedan,RWD,74320,69168,4.3,8,275,22,18,26,4160,122,203,73
Car_270,Mercedes-Benz ,S500 4dr,Sedan,AWD,86970,80939,5,8,302,20,16,24,4390,122,203,73
Car_271,Mercedes-Benz ,SL500 convertible 2dr,Sports,RWD,90520,84325,5,8,302,19.5,16,23,4065,101,179,72
Car_272,Mercedes-Benz ,SL55 AMG 2dr,Sports,RWD,121770,113388,5.5,8,493,17.5,14,21,4235,101,179,72
Car_273,Mercedes-Benz ,SL600 convertible 2dr,Sports,RWD,126670,117854,5.5,12,493,16,13,19,4429,101,179,72
Car_274,Mercedes-Benz ,SLK230 convertible 2dr,Sports,RWD,40320,37548,2.3,4,192,25,21,29,3055,95,158,68
Car_275,Mercedes-Benz ,SLK32 AMG 2dr,Sports,RWD,56170,52289,3.2,6,349,19.5,17,22,3220,95,158,68
Car_276,Mercury ,Grand Marquis GS 4dr,Sedan,RWD,24695,23217,4.6,8,224,21,17,25,4052,115,212,78
Car_277,Mercury ,Grand Marquis LS Premium 4dr,Sedan,RWD,29595,27148,4.6,8,224,21,17,25,4052,115,212,78
Car_278,Mercury ,Grand Marquis LS Ultimate 4dr,Sedan,RWD,30895,28318,4.6,8,224,21,17,25,4052,115,212,78
Car_279,Mercury ,Marauder 4dr,Sedan,RWD,34495,31558,4.6,8,302,20,17,23,4195,115,212,78
Car_280,Mercury ,Monterey Luxury,Minivan,RWD,33995,30846,4.2,6,201,19.5,16,23,4340,121,202,77
Car_281,Mercury ,Mountaineer,SUV,RWD,29995,27317,4,6,210,18.5,16,21,4374,114,190,72
Car_282,Mercury ,Sable GS,Wagon,RWD,22595,20748,3,6,155,22.5,19,26,3488,109,198,73
Car_283,Mercury ,Sable GS 4dr,Sedan,RWD,21595,19848,3,6,155,23.5,20,27,3308,109,200,73
Car_284,Mercury ,Sable LS Premium 4dr,Sedan,RWD,23895,21918,3,6,201,22.5,19,26,3315,109,200,73
Car_285,Mini ,Cooper,Sedan,RWD,16999,15437,1.6,4,115,32.5,28,37,2524,97,143,67
Car_286,Mini ,Cooper S,Sedan,RWD,19999,18137,1.6,4,163,29.5,25,34,2678,97,144,67
Car_287,Mitsubishi ,Diamante LS 4dr,Sedan,RWD,29282,27250,3.5,6,205,21.5,18,25,3549,107,194,70
Car_288,Mitsubishi ,Eclipse GTS 2dr,Sports,RWD,25092,23456,3,6,210,24.5,21,28,3241,101,177,69
Car_289,Mitsubishi ,Eclipse Spyder GT convertible 2dr,Sports,RWD,26992,25218,3,6,210,24.5,21,28,3296,101,177,69
Car_290,Mitsubishi ,Endeavor XLS,SUV,AWD,30492,28330,3.8,6,215,19,17,21,4134,109,190,74
Car_291,Mitsubishi ,Galant ES 2.4L 4dr,Sedan,RWD,19312,17957,2.4,4,160,21,*,*,3351,108,191,72
Car_292,Mitsubishi ,Galant GTS 4dr,Sedan,RWD,25700,23883,3.8,6,230,22,18,26,3649,108,191,72
Car_293,Mitsubishi ,Lancer ES 4dr,Sedan,RWD,14622,13751,2,4,120,21,*,*,2656,102,181,67
Car_294,Mitsubishi ,Lancer Evolution 4dr,Sports,RWD,29562,27466,2,4,271,22,18,26,3263,103,179,70
Car_295,Mitsubishi ,Lancer LS 4dr,Sedan,RWD,16722,15718,2,4,120,21,*,*,2795,102,181,67
Car_296,Mitsubishi ,Lancer OZ Rally 4dr auto,Sedan,RWD,17232,16196,2,4,120,21,*,*,2744,102,181,67
Car_297,Mitsubishi ,Lancer Sportback LS,Wagon,RWD,17495,16295,2.4,4,160,21,*,*,3020,102,181,67
Car_298,Mitsubishi ,Montero XLS,SUV,AWD,33112,30763,3.8,6,215,17,15,19,4718,110,190,75
Car_299,Mitsubishi ,Outlander LS,SUV,RWD,18892,17569,2.4,4,160,24,21,27,3240,103,179,69
Car_300,Nissan ,350Z coupe 2dr,Sports,RWD,26910,25203,3.5,6,287,23,20,26,3188,104,169,72
Car_301,Nissan ,350Z Enthusiast convertible 2dr,Sports,RWD,34390,31845,3.5,6,287,23,20,26,3428,104,169,72
Car_302,Nissan ,Altima S 4dr,Sedan,RWD,19240,18030,2.5,4,175,23.5,21,26,3039,110,192,70
Car_303,Nissan ,Altima SE 4dr,Sedan,RWD,23290,21580,3.5,6,245,23.5,21,26,3197,110,192,70
Car_304,Nissan ,Frontier King Cab XE V6,Pickup,AWD,19479,18253,3.3,6,180,18.5,17,20,3932,116,*,*
Car_305,Nissan ,Maxima SE 4dr,Sedan,RWD,27490,25182,3.5,6,265,24,20,28,3473,111,194,72
Car_306,Nissan ,Maxima SL 4dr,Sedan,RWD,29440,26966,3.5,6,265,24,20,28,3476,111,194,72
Car_307,Nissan ,Murano SL,Wagon,RWD,28739,27300,3.5,6,245,22.5,20,25,3801,111,188,74
Car_308,Nissan ,Pathfinder Armada SE,SUV,RWD,33840,30815,5.6,8,305,16,13,19,5013,123,207,79
Car_309,Nissan ,Pathfinder SE,SUV,RWD,27339,25972,3.5,6,240,18.5,16,21,3871,106,183,72
Car_310,Nissan ,Quest S,Minivan,RWD,24780,22958,3.5,6,240,22.5,19,26,4012,124,204,78
Car_311,Nissan ,Quest SE,Minivan,RWD,32780,30019,3.5,6,240,21.5,18,25,4175,124,204,78
Car_312,Nissan ,Sentra 1.8 4dr,Sedan,RWD,12740,12205,1.8,4,126,31.5,28,35,2513,100,178,67
Car_313,Nissan ,Sentra 1.8 S 4dr,Sedan,RWD,14740,13747,1.8,4,126,31.5,28,35,2581,100,178,67
Car_314,Nissan ,Sentra SE-R 4dr,Sedan,RWD,17640,16444,2.5,4,165,25.5,23,28,2761,100,178,67
Car_315,Nissan ,Titan King Cab XE,Pickup,AWD,26650,24926,5.6,8,305,16,14,18,5287,140,*,*
Car_316,Nissan ,Xterra XE V6,SUV,RWD,20939,19512,3.3,6,180,18.5,17,20,3760,104,178,70
Car_317,Oldsmobile ,Alero GLS 2dr,Sedan,RWD,23675,21485,3.4,6,170,24.5,20,29,3085,107,187,70
Car_318,Oldsmobile ,Alero GX 2dr,Sedan,RWD,18825,17642,2.2,4,140,28,24,32,2946,107,187,70
Car_319,Oldsmobile ,Silhouette GL,Minivan,RWD,28790,26120,3.4,6,185,22.5,19,26,3948,120,201,72
Car_320,Pontiac ,Aztekt,SUV,RWD,21595,19810,3.4,6,185,22.5,19,26,3779,108,182,74
Car_321,Pontiac ,Bonneville GXP 4dr,Sedan,RWD,35995,32997,4.6,8,275,21,*,*,3790,112,203,74
Car_322,Pontiac ,Grand Am GT 2dr,Sedan,RWD,22450,20595,3.4,6,175,24.5,20,29,3118,107,186,70
Car_323,Pontiac ,Grand Prix GT1 4dr,Sedan,RWD,22395,20545,3.8,6,200,25,20,30,3477,111,198,74
Car_324,Pontiac ,Grand Prix GT2 4dr,Sedan,RWD,24295,22284,3.8,6,200,25,20,30,3484,111,198,74
Car_325,Pontiac ,GTO 2dr,Sports,RWD,33500,30710,5.7,8,340,21,*,*,3725,110,190,73
Car_326,Pontiac ,Montana,Minivan,RWD,23845,21644,3.4,6,185,22.5,19,26,3803,112,187,72
Car_327,Pontiac ,Montana EWB,Minivan,AWD,31370,28454,3.4,6,185,21,18,24,4431,121,201,72
Car_328,Pontiac ,Sunfire 1SA 2dr,Sedan,RWD,15495,14375,2.2,4,140,28.5,24,33,2771,104,182,68
Car_329,Pontiac ,Sunfire 1SC 2dr,Sedan,RWD,17735,16369,2.2,4,140,28.5,24,33,2771,104,182,68
Car_330,Pontiac ,Vibe,Wagon,RWD,17045,15973,1.8,4,130,32.5,29,36,2701,102,172,70
Car_331,Porsche ,911 Carrera 4S coupe 2dr (convert),Sports,AWD,84165,72206,3.6,6,315,20.5,17,24,3240,93,175,72
Car_332,Porsche ,911 Carrera convertible 2dr (coupe),Sports,RWD,79165,69229,3.6,6,315,22,18,26,3135,93,175,70
Car_333,Porsche ,911 GT2 2dr,Sports,RWD,192465,173560,3.6,6,477,20.5,17,24,3131,93,175,72
Car_334,Porsche ,911 Targa coupe 2dr,Sports,RWD,76765,67128,3.6,6,315,22,18,26,3119,93,175,70
Car_335,Porsche ,Boxster convertible 2dr,Sports,RWD,43365,37886,2.7,6,228,24.5,20,29,2811,95,170,70
Car_336,Porsche ,Boxster S convertible 2dr,Sports,RWD,52365,45766,3.2,6,258,22,18,26,2911,95,170,70
Car_337,Porsche ,Cayenne S,SUV,AWD,56665,49865,4.5,8,340,16,14,18,4950,112,188,76
Car_338,Saab ,9-3 Aero 4dr,Sedan,RWD,33360,31562,2,4,210,24,20,28,3175,105,183,69
Car_339,Saab ,9-3 Aero convertible 2dr,Sedan,RWD,43175,40883,2,4,210,25.5,21,30,3700,105,182,69
Car_340,Saab ,9-3 Arc convertible 2dr,Sedan,RWD,40670,38520,2,4,210,25,21,29,3480,105,182,69
Car_341,Saab ,9-3 Arc Sport 4dr,Sedan,RWD,30860,29269,2,4,210,24,20,28,3175,105,183,69
Car_342,Saab ,9-5 Aero,Wagon,RWD,40845,38376,2.3,4,250,24,19,29,3620,106,190,71
Car_343,Saab ,9-5 Aero 4dr,Sedan,RWD,39465,37721,2.3,4,250,25,21,29,3470,106,190,71
Car_344,Saab ,9-5 Arc 4dr,Sedan,RWD,35105,33011,2.3,4,220,25,21,29,3470,106,190,71
Car_345,Saturn ,Ion1 4dr,Sedan,RWD,10995,10319,2.2,4,140,30.5,26,35,2692,103,185,67
Car_346,Saturn ,L300 2,Wagon,RWD,23560,21779,2.2,4,140,29,24,34,3109,107,190,69
Car_347,Saturn ,L300-2 4dr,Sedan,RWD,21410,19801,3,6,182,24,20,28,3197,107,190,69
Car_348,Saturn ,lon2 4dr,Sedan,RWD,14300,13393,2.2,4,140,30.5,26,35,2692,103,185,67
Car_349,Saturn ,lon2 quad coupe 2dr,Sedan,RWD,14850,13904,2.2,4,140,30.5,26,35,2751,103,185,68
Car_350,Saturn ,lon3 4dr,Sedan,RWD,15825,14811,2.2,4,140,30.5,26,35,2692,103,185,67
Car_351,Saturn ,lon3 quad coupe 2dr,Sedan,RWD,16350,15299,2.2,4,140,30.5,26,35,2751,103,185,68
Car_352,Saturn ,VUE,SUV,AWD,20585,19238,2.2,4,143,23.5,21,26,3381,107,181,72
Car_353,Scion ,xA 4dr hatch,Sedan,RWD,12965,12340,1.5,4,108,35,32,38,2340,93,154,67
Car_354,Scion ,xB,Wagon,RWD,14165,13480,1.5,4,108,33,31,35,2425,98,155,67
Car_355,Subaru ,Baja,Pickup,AWD,24520,22304,2.5,4,165,24.5,21,28,3485,104,*,*
Car_356,Subaru ,Forester X,Wagon,AWD,21445,19646,2.5,4,165,24.5,21,28,3090,99,175,68
Car_357,Subaru ,Impreza 2.5 RS 4dr,Sedan,AWD,19945,18399,2.5,4,165,25,22,28,2965,99,174,69
Car_358,Subaru ,Impreza WRX 4dr,Sports,AWD,25045,23022,2,4,227,23.5,20,27,3085,99,174,69
Car_359,Subaru ,Impreza WRX STi 4dr,Sports,AWD,31545,29130,2.5,4,300,21,18,24,3263,100,174,69
Car_360,Subaru ,Legacy GT 4dr,Sedan,AWD,25645,23336,2.5,4,165,24.5,21,28,3395,104,184,69
Car_361,Subaru ,Legacy L 4dr,Sedan,AWD,20445,18713,2.5,4,165,24.5,21,28,3285,104,184,69
Car_362,Subaru ,Outback,Wagon,AWD,23895,21773,2.5,4,165,24.5,21,28,3430,104,187,69
Car_363,Subaru ,Outback H6 4dr,Sedan,AWD,29345,26660,3,6,212,22.5,19,26,3610,104,184,69
Car_364,Subaru ,Outback H-6 VDC 4dr,Sedan,AWD,31545,28603,3,6,212,22.5,19,26,3630,104,184,69
Car_365,Subaru ,Outback Limited Sedan 4dr,Sedan,AWD,27145,24687,2.5,4,165,23.5,20,27,3495,104,184,69
Car_366,Suzuki ,Aeno S 4dr,Sedan,RWD,12884,12719,2.3,4,155,28,25,31,2676,98,171,68
Car_367,Suzuki ,Aerio LX 4dr,Sedan,RWD,14500,14317,2.3,4,155,28,25,31,2676,98,171,68
Car_368,Suzuki ,Aerio SX,Wagon,AWD,16497,16291,2.3,4,155,26.5,24,29,2932,98,167,68
Car_369,Suzuki ,Forenza EX 4dr,Sedan,RWD,15568,15378,2,4,119,26,22,30,2756,102,177,68
Car_370,Suzuki ,Forenza S 4dr,Sedan,RWD,12269,12116,2,4,119,27.5,24,31,2701,102,177,68
Car_371,Suzuki ,Verona LX 4dr,Sedan,RWD,17262,17053,2.5,6,155,23.5,20,27,3380,106,188,72
Car_372,Suzuki ,Vitara LX,SUV,AWD,17163,16949,2.5,6,165,20.5,19,22,3020,98,163,67
Car_373,Suzuki ,XL-7 EX,SUV,RWD,23699,22307,2.7,6,185,20,18,22,3682,110,187,70
Car_374,Toyota ,4Runner SR5 V6,SUV,RWD,27710,24801,4,6,245,19.5,18,21,4035,110,189,74
Car_375,Toyota ,Avalon XL 4dr,Sedan,RWD,26560,23693,3,6,210,25,21,29,3417,107,192,72
Car_376,Toyota ,Avalon XLS 4dr,Sedan,RWD,30920,27271,3,6,210,25,21,29,3439,107,192,72
Car_377,Toyota ,Camry LE 4dr,Sedan,RWD,19560,17558,2.4,4,157,28.5,24,33,3086,107,189,71
Car_378,Toyota ,Camry LE V6 4dr,Sedan,RWD,22775,20325,3,6,210,25,21,29,3296,107,189,71
Car_379,Toyota ,Camry Solara SE 2dr,Sedan,RWD,19635,17722,2.4,4,157,28.5,24,33,3175,107,193,72
Car_380,Toyota ,Camry Solara SE V6 2dr,Sedan,RWD,21965,19819,3.3,6,225,24.5,20,29,3417,107,193,72
Car_381,Toyota ,Camry Solara SLE V6 2dr,Sedan,RWD,26510,23908,3.3,6,225,24.5,20,29,3439,107,193,72
Car_382,Toyota ,Camry XLE V6 4dr,Sedan,RWD,25920,23125,3,6,210,25,21,29,3362,107,189,71
Car_383,Toyota ,Celica GT-S 2dr,Sports,RWD,22570,20363,1.8,4,180,28.5,24,33,2500,102,171,68
Car_384,Toyota ,Corolla CE 4dr,Sedan,RWD,14085,13065,1.8,4,130,36,32,40,2502,102,178,67
Car_385,Toyota ,Corolla LE 4dr,Sedan,RWD,15295,13889,1.8,4,130,36,32,40,2524,102,178,67
Car_386,Toyota ,Corolla S 4dr,Sedan,RWD,15030,13650,1.8,4,130,36,32,40,2524,102,178,67
Car_387,Toyota ,Echo 2dr auto,Sedan,RWD,11560,10896,1.5,4,108,36,33,39,2085,93,163,65
Car_388,Toyota ,Echo 2dr manual,Sedan,RWD,10760,10144,1.5,4,108,39,35,43,2035,93,163,65
Car_389,Toyota ,Echo 4dr,Sedan,RWD,11290,10642,1.5,4,108,39,35,43,2055,93,163,65
Car_390,Toyota ,Highlander V6,SUV,AWD,27930,24915,3.3,6,230,21,18,24,3935,107,185,72
Car_391,Toyota ,Land Cruiser,SUV,AWD,54765,47986,4.7,8,325,15,13,17,5390,112,193,76
Car_392,Toyota ,Matrix XR,Wagon,RWD,16695,15156,1.8,4,130,32.5,29,36,2679,102,171,70
Car_393,Toyota ,MR2 Spyder convertible 2dr,Sports,RWD,25130,22787,1.8,4,138,29,26,32,2195,97,153,67
Car_394,Toyota ,Prius 4dr (gas/electric),Sedan,RWD,20510,18926,1.5,4,110,55,59,51,2890,106,175,68
Car_395,Toyota ,RAV4,SUV,AWD,20290,18553,2.4,4,161,24.5,22,27,3119,98,167,68
Car_396,Toyota ,Sequoia SR5,SUV,AWD,35695,31827,4.7,8,240,15.5,14,17,5270,118,204,78
Car_397,Toyota ,Sienna CE,Minivan,RWD,23495,21198,3.3,6,230,23,19,27,4120,119,200,77
Car_398,Toyota ,Sienna XLE Limited,Minivan,RWD,28800,25690,3.3,6,230,23,19,27,4165,119,200,77
Car_399,Toyota ,Tacoma,Pickup,RWD,12800,11879,2.4,4,142,24.5,22,27,2750,103,*,*
Car_400,Toyota ,Tundra Access Cab V6 SR5,Pickup,AWD,25935,23520,3.4,6,190,15.5,14,17,4435,128,*,*
Car_401,Toyota ,Tundra Regular Cab V6,Pickup,RWD,16495,14978,3.4,6,190,18,16,20,3925,128,*,*
Car_402,Volkswagen ,Golf GLS 4dr,Sedan,RWD,18715,17478,2,4,115,27.5,24,31,2897,99,165,68
Car_403,Volkswagen ,GTI 1.8T 2dr hatch,Sedan,RWD,19825,18109,1.8,4,180,27.5,24,31,2934,99,168,68
Car_404,Volkswagen ,Jetta GL,Wagon,RWD,19005,17427,2,4,115,27,24,30,3034,99,174,68
Car_405,Volkswagen ,Jetta GLI VR6 4dr,Sedan,RWD,23785,21686,2.8,6,200,25.5,21,30,3179,99,172,68
Car_406,Volkswagen ,Jetta GLS TDI 4dr,Sedan,RWD,21055,19638,1.9,4,100,42,38,46,3003,99,172,68
Car_407,Volkswagen ,New Beetle GLS 1.8T 2dr,Sedan,RWD,21055,19638,1.8,4,150,27.5,24,31,2820,99,161,68
Car_408,Volkswagen ,New Beetle GLS convertible 2dr,Sedan,RWD,23215,21689,2,4,115,27,24,30,3082,99,161,68
Car_409,Volkswagen ,Passat GLS 1.8T,Wagon,RWD,24955,22801,1.8,4,170,26.5,22,31,3338,106,184,69
Car_410,Volkswagen ,Passat GLS 4dr,Sedan,RWD,23955,21898,1.8,4,170,26.5,22,31,3241,106,185,69
Car_411,Volkswagen ,Passat GLX V6 4MOTION 4dr,Sedan,RWD,33180,30583,2.8,6,190,22.5,19,26,3721,106,185,69
Car_412,Volkswagen ,Passat W8,Wagon,RWD,40235,36956,4,8,270,21.5,18,25,4067,106,184,69
Car_413,Volkswagen ,Passat W8 4MOTION 4dr,Sedan,RWD,39235,36052,4,8,270,21.5,18,25,3953,106,185,69
Car_414,Volkswagen ,Phaeton 4dr,Sedan,RWD,65000,59912,4.2,8,335,21,*,*,5194,118,204,75
Car_415,Volkswagen ,Phaeton W12 4dr,Sedan,RWD,75000,69130,6,12,420,21,*,*,5399,118,204,75
Car_416,Volkswagen ,Touareg V6,SUV,AWD,35515,32243,3.2,6,220,17.5,15,20,5086,112,187,76
Car_417,Volvo ,C70 HPT convertible 2dr,Sedan,RWD,42565,40083,2.3,5,242,23,20,26,3450,105,186,72
Car_418,Volvo ,C70 LPT convertible 2dr,Sedan,RWD,40565,38203,2.4,5,197,24.5,21,28,3450,105,186,72
Car_419,Volvo ,S40 4dr,Sedan,RWD,25135,23701,1.9,4,170,25.5,22,29,2767,101,178,68
Car_420,Volvo ,S60 2.5 4dr,Sedan,AWD,31745,29916,2.5,5,208,23.5,20,27,3903,107,180,71
Car_421,Volvo ,S60 R 4dr,Sedan,AWD,37560,35382,2.5,5,300,21.5,18,25,3571,107,181,71
Car_422,Volvo ,S60 T5 4dr,Sedan,RWD,34845,32902,2.3,5,247,24,20,28,3766,107,180,71
Car_423,Volvo ,S80 2.5T 4dr,Sedan,AWD,37885,35688,2.5,5,194,23.5,20,27,3691,110,190,72
Car_424,Volvo ,S80 2.9 4dr,Sedan,RWD,37730,35542,2.9,6,208,24,20,28,3576,110,190,72
Car_425,Volvo ,S80 T6 4dr,Sedan,RWD,45210,42573,2.9,6,268,22.5,19,26,3653,110,190,72
Car_426,Volvo ,V40,Wagon,RWD,26135,24641,1.9,4,170,25.5,22,29,2822,101,180,68
Car_427,Volvo ,XC70,Wagon,AWD,35145,33112,2.5,5,208,23.5,20,27,3823,109,186,73
Car_428,Volvo ,XC90 T6,SUV,AWD,41250,38851,2.9,6,268,17.5,15,20,4638,113,189,75
